,Unnamed: 0,Number,text,contains_ref,spellchecked_text,normalized_text
1736,1192,1293,"Ecotour operators guided excursions, showcasing wildlife hidden within forest undergrowth.",False,contour operators guided excursions showcasing wildlife hidden within forest undergrowth,operator guide excursion showcase wildlife hide forest undergrowth
1737,1193,1294,"Synchronized swimmers rehearsed routines, perfecting formations under recognized competition standards.",False,Synchronized swimmers rehearsed routines perfecting formations under recognized competition standards,synchronize swimmer rehearse routine perfect formation recognize competition standard
1738,1194,1295,"Radio producers edited segments, delivering engaging content during commuter broadcasts.",False,Radio producers edited segments delivering engaging content during commuter broadcasts,radio producer edit segment deliver engage content commuter broadcast
1739,1195,1296,"Mountain patrols established checkpoints, directing travelers along avalanche-safe high-altitude passes.",False,Mountain patrols established checkpoints directing travelers along avalanche-safe high-altitude passes,mountain patrol establish checkpoint direct traveler avalanche safe high altitude pass
1740,1196,1297,"Portfolio managers diversified holdings, safeguarding assets despite volatility sweeping exchanges.",False,Portfolio managers diversified holdings safeguarding assets despite volatility sweeping exchanges,portfolio manager diversify holding safeguard asset volatility sweeping exchange
1741,1197,1298,"Firefighters contained brushfires, halting flames near remote hillside communities threatened.",False,"Firefighters contained brushfires, halting flames near remote hillside communities threatened",firefighter contain brushfire halt flame remote hillside community threaten
1742,1198,1299,"Maritime partnerships coordinated fleets, protecting shipping lanes spanning ocean regions.",False,Maritime partnerships coordinated fleets protecting shipping lanes spanning ocean regions,maritime partnership coordinate fleet protect ship lane span ocean region
1743,1199,1300,"Alumni reunions strengthened bonds, enabling friendships beyond traditional academic boundaries.",False,Alumni reunions strengthened bonds enabling friendships beyond traditional academic boundaries,alumnus reunion strengthen bond enable friendship traditional academic boundary
1744,1200,1302,"Scientists analyzed ocean currents, predicting variations affecting global shipping efficiency everywhere.",False,Scientists analyzed ocean currents predicting variations affecting global shipping efficiency everywhere,scientist analyze ocean current predict variation affect global shipping efficiency
1745,1201,1303,"Emergency personnel conducted drills, perfecting response times within high-stakes crisis simulations.",False,Emergency personnel conducted drills perfecting response times within high-stakes crisis simulations,emergency personnel conduct drill perfect response time high stake crisis simulation
1746,1202,1304,"Archivists identified parchments, confirming significance of discovered medieval royal decrees.",False,Archivists identified parchments confirming significance of discovered medieval royal decrees,archivist identify parchment confirm significance discover medieval royal decree
1747,1203,1305,"Basketball scouts observed prospects, evaluating athletic prowess during tournament showcase events.",False,Basketball scouts observed prospects evaluating athletic prowess during tournament showcase events,basketball scout observe prospect evaluate athletic prowess tournament showcase event
1748,1204,1306,"Developers built prototypes, testing hardware components for next-generation gaming consoles worldwide.",False,Developers built prototypes testing hardware components for next-generation gaming consoles worldwide,developer build prototype test hardware component generation gaming console worldwide
1749,1205,1307,"Surf instructors examined wave sets, guiding novices through vital safety guidelines.",False,Surf instructors examined wave sets guiding novices through vital safety guidelines,surf instructor examine wave set guide novice vital safety guideline
