,normalized_text,text,contains_ref
1742,alpine hut offer shelter accommodate mountaineer brave traversal altitude,alpine hut offer shelter accommodate mountaineer brave traversal altitude,False
1743,forum moderator enforce rule preserve civility online discussion group,forum moderator enforce rule preserve civility online discussion group,False
1744,festival choreographer organize dancer coordinate routine showcase excited audience,festival choreographer organize dancer coordinate routine showcase excited audience,False
1745,skater build ramp practice aerial maneuver perfect tournament nationwide,skater build ramp practice aerial maneuver perfect tournament nationwide,False
1746,electric train network expand swiftly ease commute regional corridor,electric train network expand swiftly ease commute regional corridor,False
1747,archaeological dig reveal pottery illuminate trade relationship ancient settlement,archaeological dig reveal pottery illuminate trade relationship ancient settlement,False
1748,citizen activist form nonprofit advocate solution tackle environmental justice challenge,citizen activist form nonprofit advocate solution tackle environmental justice challenge,False
1749,civil right attorney challenge statute pursue equity framework nationwide,civil right attorney challenge statute pursue equity framework nationwide,False
1750,independent tailor advertise suit attract clientèle seek personalize size solution,independent tailor advertise suit attract clientèle seek personalize size solution,False
1751,horse trainer condition stallion refine discipline ahead exhibition,horse trainer condition stallion refine discipline ahead exhibition,False
1752,buddhist monastery receive pilgrim foster spiritual reflection meditation retreat,buddhist monastery receive pilgrim foster spiritual reflection meditation retreat,False
