,level_0,Unnamed: 0,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
503,504,504,1147,064E 1787 A new collection of the most easy and approved methods of preparing__167_distribution_PER.txt,8,"Take a handful of powder , and incorporate it well with this mixture , then sift it through a sieve ; add two or three pounds more powder , or even a larger quantity , till the perfume is brought to a proper degree of strength .",this mixture perfume,Olfactive,Smell\_Source,47,take handful powder incorporate well mixture sift sieve add two three pounds powder even larger quantity till perfume brought proper degree strength,mixture perfume,perfume perfume,1.0,0.5,1.0,0.5
504,243,243,561,015E 1839 Papers relating to the fetid irrigations around the city of Edinburgh__165_PUB.txt,21,"Robert Walker , at that time minister of the Canongate Church , another of the witnesses , deponed , “ That many a time he had felt a smell offensive in a very high degree in the grounds of Marionville to the south of the house , insomuch as to sicken him ; and particularly once , at the foot of the garden , where he felt so very offensive a smell that it sickened him , and l he was unwell for two days . ”",offensive in a very high degree so very offensive smell smell,Olfactive,Quality,87,robert walker time minister canongate church another witnesses deponed “ many time felt smell offensive high degree grounds marionville south house insomuch sicken particularly foot garden felt offensive smell sickened l unwell two days ”,offensive high degree offensive smell smell,robert walker time minister canongate church another witnesses deponed “ many time felt smell offensive high degree grounds marionville south house insomuch sicken particularly foot garden felt offensive smell sickened smell unwell two days ” smell offensive high offensive smell,0.2,1.0,0.3,1.0
505,566,567,1291,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,7,"No , let Pigmalion dote on his owne picture , Narcissus on his shape , Niobe on her numerous progenie ; my Taste , shall be to taste how sweet the Lord is ; my Touch , the apprehension of his loue ; my sight , the contemplation of his glory ; my eare , to accent his praise ; my smell , to repose in the faire and pleasant pastures of his word .",smell,Olfactive,Smell\_Word,75,no let pigmalion dote owne picture narcissus shape niobe numerous progenie taste shall taste sweet lord touch apprehension loue sight contemplation glory eare accent praise smell repose faire pleasant pastures word,smell,pigmalion smell,0.0,0.0,0.5,1.0
506,562,563,1283,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,3,"For euen by the Smell , as by the conduit , by which is conveyed vnto vs the dilated fountaine of Gods mercie , doe we apprehend all varieties of flowers , sootes , sweetes : which moued the Philosopher to terme this Sence , the Harbinger of the Spring .",Smell,Olfactive,Smell\_Word,51,euen smell conduit conveyed vnto vs dilated fountaine gods mercie doe apprehend varieties flowers sootes sweetes moued philosopher terme sence harbinger spring,smell,euen smell smell,0.5,1.0,0.6666666666666666,1.0
507,189,189,415,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,15,"Elder-Bitters and Smells , as in Scorphularia ; these have a discussing Faculty outwardly , by their Fetidness and Bitterness .",Scorphularia their Smells Fetidness,Olfactive,Smell\_Source,21,elderbitters smells scorphularia discussing faculty outwardly fetidness bitterness,scorphularia smells fetidness,smells,1.0,0.3333333333333333,1.0,0.3333333333333333
508,475,475,1077,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,9,"The violet is one of the most charming odours in nature , and well might Shakspeare exclaim — 	_	_	_	
9-20	1066-1071	Sweet	_	_	_	
9-21	1072-1077	thief	_	_	_	
9-22	1077-1078	,	_	_	_	
9-23	1079-1085	whence	_	_	_	
9-24	1086-1091	didst	_	_	_	
9-25	1092-1096	thou	_	_	_	
9-26	1097-1102	steal	_	_	_	
9-27	1103-1106	thy	_	_	_	
9-28	1107-1112	sweet	Quality	_	_	
9-29	1113-1117	that	_	_	_	
9-30	1118-1124	smells	Smell\_Word	*|*	9-28|9-1[6_0]	
9-31	1124-1125	.	_	_	_	

",one of the most charming The violet odours,Olfactive,Quality,93,violet one charming odours nature well might shakspeare exclaim — sweet thief whence didst thou steal thy sweet quality smells smellword,one charming violet odours,odours,1.0,0.25,1.0,0.25
509,510,510,1163,065E Ernest J Parry 1925 Parry's Cyclopedia of Perfumery__1321_distribution_PER.txt,6,"The odour of true new-mown hay is due more to the sweet-scented grass known as Anthoxanthum odoratum than to any other grass , although many others contribute to it .",of true new-mown hay grass Anthoxanthum odoratum odour sweet-scented,Olfactive,Smell\_Source,30,odour true newmown hay due sweetscented grass known anthoxanthum odoratum grass although many others contribute,true newmown hay grass anthoxanthum odoratum odour sweetscented,odour odour,1.0,0.125,1.0,0.125
510,58,58,135,007E Dan McKenzie 1923 Aromatics and the soul__748_MED.txt,19,"It grew by a cottage just beyond a grey granite fishing-harbour in Dublin Bay , and brings also , with its faint , ineffable fragrance , the same inseparable blending of emotions that clings , itself a never-dying odour , to the memory of holidays 5in Ireland .",faint ineffable never-dying fragrance odour,Olfactive,Quality,48,grew cottage beyond grey granite fishingharbour dublin bay brings also faint ineffable fragrance inseparable blending emotions clings neverdying odour memory holidays ireland,faint ineffable neverdying fragrance odour,faint ineffable fragrance fragrance odour,1.0,0.6,1.0,0.8
511,474,474,1074,060E Eugene Rimmel 1865 The Book of Perfumes__964_distribution_PER.txt,8,"In Africa , and principally in Tunis , an essential oil of cassie is made , which is sold at about £4 per ounce ; but French and Italian flowers are not sufficiently powerful to yield an essence .",oil of cassie essential,Olfactive,Odour\_Carrier,39,africa principally tunis essential oil cassie made sold £ per ounce french italian flowers not sufficiently powerful yield essence,oil cassie essential,essential oil cassie essence,1.0,1.0,0.75,1.0
512,560,561,1278,077E Richard Braithwaite 1620 Essays upon the five senses_45_REL.txt,17,"For how should I think but by the smell of his oyntments , my sin-sicke and soule soiled conscience should be cured , who had power to raise dead Lazarus stinking in his graue , hauing bene foure dayes buried ?",of his oyntments dead Lazarus smell stinking,Olfactive,Smell\_Source,41,think smell oyntments sinsicke soule soiled conscience cured power raise dead lazarus stinking graue hauing bene foure dayes buried,oyntments dead lazarus smell stinking,smell smell stinking,1.0,0.2,1.0,0.4
513,252,252,579,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,10,Schellong states that the Papuans of Kaiser Wilhelm's Land rub various fragrant plants into their bodies for this purpose .,fragrant plants,Olfactive,Quality,20,schellong states papuans kaiser wilhelms land rub various fragrant plants bodies purpose,fragrant plants,schellong states papuans kaiser wilhelms land rub various fragrant plants bodies purpose fragrant,0.16666666666666666,1.0,0.23076923076923078,1.0
514,21,21,45,006E W Murdoch 1858 Report of the Medical Officer of Health for Rotherhithe 1857  Wellcome Londons Pulse database_PUB.txt,164,"The pipe also conveying the solid and liquid matter down to a drain under the flooring of the houses is leaky , and the lower part of the houses , more especially of No . 4 , is often covered with liquid sewage , and smells abominably .",abominably liquid sewage smells,Olfactive,Quality,48,pipe also conveying solid liquid matter drain flooring houses leaky lower part houses especially no often covered liquid sewage smells abominably,abominably liquid sewage smells,smells,1.0,0.25,1.0,0.25
515,313,313,732,018E Thomas Laycock 1865 Notes on Fetid Bronchitis__285_distribution.txt,17,"Now , it is to be observed that the odour is sui generis in them , as compared with other pulmonary fetors , and has therefore its own characters . 1 .",sui generis pulmonary odour fetors,Olfactive,Quality,32,observed odour sui generis compared pulmonary fetors therefore characters,sui generis pulmonary odour fetors,odour odour fetors fetors,1.0,0.2,1.0,0.4
516,459,459,1029,059E Simon Barbe 1696 The French Perfumer__430_distribution_PER.txt,11,Snuff perfum ' d with a great many sorts of Flowers .,Snuff with a great many sorts of Flowers perfum ' d,Olfactive,Odour\_Carrier,12,snuff perfum great many sorts flowers,snuff great many sorts flowers perfum,snuff snuff,1.0,0.16666666666666666,1.0,0.16666666666666666
517,160,160,344,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,25,"And by what meanes , I pray thee , shouldst thou from the stinking smell of the vrine know putrefaction ?",stinking of the vrine smell,Olfactive,Quality,21,meanes pray thee shouldst thou stinking smell vrine know putrefaction,stinking vrine smell,stinking smell stinking smell,1.0,0.6666666666666666,1.0,0.6666666666666666
518,276,276,648,016E Havelock Ellis 1905 Studies in the Psychology of Sex__1003_SCIE.txt,41,"Not only is musk the most cherished perfume of the Islamic world , and the special favorite of the Prophet himself , who greatly delighted in perfumes ( 	_	_	_	
41-30	7675-7676	I	Perceiver	Anaphoric	41-19[72_0]	
41-31	7677-7681	love	_	_	_	
41-32	7682-7686	your	Location[73]	_	_	
41-33	7687-7692	world	Location[73]	_	_	
41-34	7692-7693	,	_	_	_	
41-35	7693-7694	 he is reported to have said in old age , 	_	_	_	
41-47	7736-7739	for	_	_	_	
41-48	7740-7743	its	_	_	_	
41-49	7744-7749	women	_	_	_	
41-50	7750-7753	and	_	_	_	
41-51	7754-7757	its	Location	Anaphoric	41-32[73_0]	
41-52	7758-7766	perfumes	Smell\_Word	*|*	41-51|41-30	
41-53	7766-7767	 ) , 1 it is the only perfume generally used by the women of a land in which the refinements of life have been carried so far as Japan , and they received it from the Chinese . 2 Moreover , musk is still the most popular of European perfumes .",the most cherished the only the most popular European musk it musk perfume perfumes perfume perfumes,Olfactive,Quality,165,not only musk cherished perfume islamic world special favorite prophet greatly delighted perfumes perceiver anaphoric love location world location reported said old age women location anaphoric perfumes smellword only perfume generally used women land refinements life carried far japan received chinese moreover musk still popular european perfumes,cherished only popular european musk musk perfume perfumes perfume perfumes,anaphoric love location world location reported said old age women location anaphoric perfumes smellword only perfumes generally used women land refinements life carried far japan received chinese moreover musk still popular european perfumes musk perfume perfume musk,0.21212121212121213,0.7,0.2972972972972973,0.9
519,191,191,419,014E John Floyer 1687 Pharmako Basnos__2427_MED.txt,18,"A Nauseous Taste depends on a sweet Bitter , mixed with Mucilage and Pungency , as in Aloes , Agarick , Rubarb : And Docks want only the Sweetness ; but have Bitter , Slimy , Sub-acrid Astringency . 3 .",Aloes Agarick Rubarb Nauseous,Olfactive,Smell\_Source,41,nauseous taste depends sweet bitter mixed mucilage pungency aloes agarick rubarb docks want only sweetness bitter slimy subacrid astringency,aloes agarick rubarb nauseous,taste bitter bitter astringency,0.0,0.0,0.0,0.0
