,index,Unnamed: 0,text,output,label,spellchecked_text,normalized_text,token,sentence,ref_type,clean_sentence,clean_token,pred_token,prec,rec,enriched_prec,enriched_rec
718,498,689,a bunch of fruit sits in front of a portrait ,['fruit'],"[{'start': 11, 'end': 16, 'text': 'fruit', 'labels': ['ENTITY']}]",a bunch of fruit sits in front of a portrait,bunch fruit sit portrait,fruit,a bunch of fruit sits in front of a portrait ,Olfactive,bunch fruit sits front portrait,fruit,,0.0,0.0,0.0,0.0
719,138,225,a bus getting ready to get off a bridge on the highway.,['bus'],"[{'start': 2, 'end': 5, 'text': 'bus', 'labels': ['ENTITY']}]",a bus getting ready to get off a bridge on the highway,bus get ready bridge highway,bus,a bus getting ready to get off a bridge on the highway.,Olfactive,bus getting ready get bridge highway,bus,,0.0,0.0,0.0,0.0
720,62,77,a propeller plane with floaters sitting on top of water.,['water'],"[{'start': 50, 'end': 55, 'text': 'water', 'labels': ['ENTITY']}]",a propeller plane with floaters sitting on top of water,propeller plane floater sit water,water,a propeller plane with floaters sitting on top of water.,Olfactive,propeller plane floaters sitting top water,water,,0.0,0.0,0.0,0.0
721,471,650,someone holding a large burrito in a city park.,['city park'],"[{'start': 37, 'end': 46, 'text': 'city park', 'labels': ['ENTITY']}]",someone holding a large burrito in a city park,hold large burrito city park,city park,someone holding a large burrito in a city park.,Olfactive,someone holding large burrito city park,city park,,0.0,0.0,0.0,0.0
722,647,877,a small boy in a black shirt is sleeping on a bed,['boy'],"[{'start': 8, 'end': 11, 'text': 'boy', 'labels': ['ENTITY']}]",a small boy in a black shirt is sleeping on a bed,small boy black shirt sleep bed,boy,a small boy in a black shirt is sleeping on a bed,Olfactive,small boy black shirt sleeping bed,boy,black,0.0,0.0,0.0,0.0
723,128,210,a bench that is overlooking the ocean with life rings behind it.,['ocean'],"[{'start': 32, 'end': 37, 'text': 'ocean', 'labels': ['ENTITY']}]",a bench that is overlooking the ocean with life rings behind it,bench overlook ocean life ring,ocean,a bench that is overlooking the ocean with life rings behind it.,Olfactive,bench overlooking ocean life rings behind,ocean,,0.0,0.0,0.0,0.0
724,915,1214,a teddy bear lies in a puddle next to a car.,"['car', 'puddle']","[{'start': 40, 'end': 43, 'text': 'car', 'labels': ['ENTITY']}, {'start': 23, 'end': 29, 'text': 'puddle', 'labels': ['ENTITY']}]",a teddy bear lies in a puddle next to a care,bear lie puddle care,car puddle,a teddy bear lies in a puddle next to a car.,Olfactive,teddy bear lies puddle next car,car puddle,eddy,0.0,0.0,0.0,0.0
725,520,719,a trey with some fruit inside of it ,['trey'],"[{'start': 2, 'end': 6, 'text': 'trey', 'labels': ['ENTITY']}]",a trey with some fruit inside of it,trey fruit inside,trey,a trey with some fruit inside of it ,Olfactive,trey fruit inside,trey,trey,1.0,1.0,1.0,1.0
726,64,81,an airplane with water landing floats parked near a dock ,"['airplane', 'water landing']","[{'start': 3, 'end': 11, 'text': 'airplane', 'labels': ['ENTITY']}, {'start': 17, 'end': 30, 'text': 'water landing', 'labels': ['ENTITY']}]",an airplane with water landing floats parked near a dock,airplane water landing float park dock,airplane water landing,an airplane with water landing floats parked near a dock ,Olfactive,airplane water landing floats parked near dock,airplane water landing,,0.0,0.0,0.0,0.0
727,812,1076,a man standing near home plate swinging a bat.,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man standing near home plate swinging a bath,man stand home plate swinge bath,man,a man standing near home plate swinging a bat.,Olfactive,man standing near home plate swinging bat,man,home,0.0,0.0,0.0,0.0
728,14,18,the kitchen stove with mixer on the counter next to bottle of water.,['kitchen stove'],"[{'start': 4, 'end': 17, 'text': 'kitchen stove', 'labels': ['ENTITY']}]",the kitchen stove with mixer on the counter next to bottle of water,kitchen stove mixer counter bottle water,kitchen stove,the kitchen stove with mixer on the counter next to bottle of water.,Olfactive,kitchen stove mixer counter next bottle water,kitchen stove,mixer,0.0,0.0,0.0,0.0
729,156,257,some black birds sitting on some rocks water and trees,"['birds', 'rocks water']","[{'start': 11, 'end': 16, 'text': 'birds', 'labels': ['ENTITY']}, {'start': 33, 'end': 44, 'text': 'rocks water', 'labels': ['ENTITY']}]",some black birds sitting on some rocks water and trees,black bird sit rock water tree,birds rocks water,some black birds sitting on some rocks water and trees,Olfactive,black birds sitting rocks water trees,birds rocks water,,0.0,0.0,0.0,0.0
730,40,51,a white refrigerator freezer sitting inside of a kitchen.,['refrigerator freezer'],"[{'start': 8, 'end': 28, 'text': 'refrigerator freezer', 'labels': ['ENTITY']}]",a white refrigerator freezer sitting inside of a kitchen,white refrigerator freezer sit inside kitchen,refrigerator freezer,a white refrigerator freezer sitting inside of a kitchen.,Olfactive,white refrigerator freezer sitting inside kitchen,refrigerator freezer,freezer,1.0,0.5,1.0,0.5
731,492,683,an old woman shopping at an outdoor market.,"['woman', 'market']","[{'start': 7, 'end': 12, 'text': 'woman', 'labels': ['ENTITY']}, {'start': 36, 'end': 42, 'text': 'market', 'labels': ['ENTITY']}]",an old woman shopping at an outdoor market,old woman shop outdoor market,woman market,an old woman shopping at an outdoor market.,Olfactive,old woman shopping outdoor market,woman market,,0.0,0.0,0.0,0.0
732,379,513,an officer speaking with a group of men,"['officer', 'men', 'group']","[{'start': 3, 'end': 10, 'text': 'officer', 'labels': ['ENTITY']}, {'start': 36, 'end': 39, 'text': 'men', 'labels': ['ENTITY']}, {'start': 27, 'end': 32, 'text': 'group', 'labels': ['ENTITY']}]",an officer speaking with a group of men,officer speak group man,officer men group,an officer speaking with a group of men,Olfactive,officer speaking group men,officer men group,,0.0,0.0,0.0,0.0
733,187,299,a couple of boats are on a river,"['boats', 'river']","[{'start': 12, 'end': 17, 'text': 'boats', 'labels': ['ENTITY']}, {'start': 27, 'end': 32, 'text': 'river', 'labels': ['ENTITY']}]",a couple of boats are on a river,couple boat river,boats river,a couple of boats are on a river,Olfactive,couple boats river,boats river,,0.0,0.0,0.0,0.0
734,763,1017,there are two laptops left open on the desk. ,['laptops'],"[{'start': 14, 'end': 21, 'text': 'laptops', 'labels': ['ENTITY']}]",there are two laptops left open on the desk,laptop leave open desk,laptops,there are two laptops left open on the desk. ,Olfactive,two laptops left open desk,laptops,laptops,1.0,1.0,1.0,1.0
735,216,330,an elephant standing alone on a cement floor behind a wired fence.,['elephant'],"[{'start': 3, 'end': 11, 'text': 'elephant', 'labels': ['ENTITY']}]",an elephant standing alone on a cement floor behind a wired fence,elephant stand cement floor wired fence,elephant,an elephant standing alone on a cement floor behind a wired fence.,Olfactive,elephant standing alone cement floor behind wired fence,elephant,cement,0.0,0.0,0.0,0.0
736,791,1051,a computer desk with clutter of surrounding the monitor.,['computer desk'],"[{'start': 2, 'end': 15, 'text': 'computer desk', 'labels': ['ENTITY']}]",a computer desk with clutter of surrounding the monitor,computer desk clutter surround monitor,computer desk,a computer desk with clutter of surrounding the monitor.,Olfactive,computer desk clutter surrounding monitor,computer desk,desk,1.0,0.5,1.0,0.5
737,52,67,the view from the commercial airplane includes the wing and mountains and water. ,['airplane'],"[{'start': 29, 'end': 37, 'text': 'airplane', 'labels': ['ENTITY']}]",the view from the commercial airplane includes the wing and mountains and water,view commercial airplane include wing mountain water,airplane,the view from the commercial airplane includes the wing and mountains and water. ,Olfactive,view commercial airplane includes wing mountains water,airplane,airplane,1.0,1.0,1.0,1.0
738,337,467,a cat laying on top of a couch with a blanket.,['cat'],"[{'start': 2, 'end': 5, 'text': 'cat', 'labels': ['ENTITY']}]",a cat laying on top of a couch with a blanket,cat lay couch blanket,cat,a cat laying on top of a couch with a blanket.,Olfactive,cat laying top couch blanket,cat,couch,0.0,0.0,0.0,0.0
739,748,998,a baseball player swinging his bat at a baseball.,"['baseball player', 'bat', 'baseball']","[{'start': 2, 'end': 17, 'text': 'baseball player', 'labels': ['ENTITY']}, {'start': 31, 'end': 34, 'text': 'bat', 'labels': ['ENTITY']}, {'start': 2, 'end': 10, 'text': 'baseball', 'labels': ['ENTITY']}]",a baseball player swinging his bat at a baseball,baseball player swinge bat baseball,baseball player bat baseball,a baseball player swinging his bat at a baseball.,Olfactive,baseball player swinging bat baseball,baseball player bat baseball,,0.0,0.0,0.0,0.0
740,719,959,two men standing and holding game controllers while someone watches.,['men'],"[{'start': 4, 'end': 7, 'text': 'men', 'labels': ['ENTITY']}]",two men standing and holding game controllers while someone watches,man stand hold game controller watch,men,two men standing and holding game controllers while someone watches.,Olfactive,two men standing holding game controllers someone watches,men,,0.0,0.0,0.0,0.0
741,724,964,a base ball player holding a bat standing on a  field.,['ball player'],"[{'start': 7, 'end': 18, 'text': 'ball player', 'labels': ['ENTITY']}]",a base ball player holding a bat standing on a field,base ball player hold bat stand field,ball player,a base ball player holding a bat standing on a  field.,Olfactive,base ball player holding bat standing field,ball player,bat,0.0,0.0,0.0,0.0
742,295,422,a boat on water basin anchored at the shore,['water basin'],"[{'start': 10, 'end': 21, 'text': 'water basin', 'labels': ['ENTITY']}]",a boat on water basin anchored at the shore,boat water basin anchor shore,water basin,a boat on water basin anchored at the shore,Olfactive,boat water basin anchored shore,water basin,,0.0,0.0,0.0,0.0
743,701,941,two pants filled with food cooking in an oven.,"['pants', 'food cooking']","[{'start': 4, 'end': 9, 'text': 'pants', 'labels': ['ENTITY']}, {'start': 22, 'end': 34, 'text': 'food cooking', 'labels': ['ENTITY']}]",two pants filled with food cooking in an oven,pant fill food cook oven,pants food cooking,two pants filled with food cooking in an oven.,Olfactive,two pants filled food cooking oven,pants food cooking,oven,0.0,0.0,0.0,0.0
744,251,368,an overview image of a boat dock by mountains,['overview image'],"[{'start': 3, 'end': 17, 'text': 'overview image', 'labels': ['ENTITY']}]",an overview image of a boat dock by mountains,overview image boat dock mountain,overview image,an overview image of a boat dock by mountains,Olfactive,overview image boat dock mountains,overview image,,0.0,0.0,0.0,0.0
745,726,966,a base ball player holding a bat standing on a  field.,['ball player'],"[{'start': 7, 'end': 18, 'text': 'ball player', 'labels': ['ENTITY']}]",a base ball player holding a bat standing on a field,base ball player hold bat stand field,ball player,a base ball player holding a bat standing on a  field.,Olfactive,base ball player holding bat standing field,ball player,bat,0.0,0.0,0.0,0.0
746,461,637,a polar bear is playing with a large chunk of ice.,['bear'],"[{'start': 8, 'end': 12, 'text': 'bear', 'labels': ['ENTITY']}]",a polar bear is playing with a large chunk of ice,polar bear play large chunk ice,bear,a polar bear is playing with a large chunk of ice.,Olfactive,polar bear playing large chunk ice,bear,,0.0,0.0,0.0,0.0
747,455,629,two people out in the snow doing cross country skiing.,"['country skiing', 'cross country', 'people']","[{'start': 39, 'end': 53, 'text': 'country skiing', 'labels': ['ENTITY']}, {'start': 33, 'end': 46, 'text': 'cross country', 'labels': ['ENTITY']}, {'start': 4, 'end': 10, 'text': 'people', 'labels': ['ENTITY']}]",two people out in the snow doing cross country skiing,people snow cross country skiing,country skiing cross country people,two people out in the snow doing cross country skiing.,Olfactive,two people snow cross country skiing,country skiing cross country people,,0.0,0.0,0.0,0.0
748,935,1236,a man smiles while holding a wine glass,['man'],"[{'start': 2, 'end': 5, 'text': 'man', 'labels': ['ENTITY']}]",a man smiles while holding a wine glass,man smile hold wine glass,man,a man smiles while holding a wine glass,Olfactive,man smiles holding wine glass,man,,0.0,0.0,0.0,0.0
749,815,1079,boy swinging a bat and about to hit a pitched ball.,"['boy', 'ball']","[{'start': 0, 'end': 3, 'text': 'boy', 'labels': ['ENTITY']}, {'start': 46, 'end': 50, 'text': 'ball', 'labels': ['ENTITY']}]",boy swinging a bat and about to hit a pitched ball,boy swinge bat hit pitched ball,boy ball,boy swinging a bat and about to hit a pitched ball.,Olfactive,boy swinging bat hit pitched ball,boy ball,bat,0.0,0.0,0.0,0.0
750,269,393,people walking in front of building next to a sidewalk lined with suitcases.,['people'],"[{'start': 0, 'end': 6, 'text': 'people', 'labels': ['ENTITY']}]",people walking in front of building next to a sidewalk lined with suitcases,people walk build sidewalk line suitcase,people,people walking in front of building next to a sidewalk lined with suitcases.,Olfactive,people walking front building next sidewalk lined suitcases,people,,0.0,0.0,0.0,0.0
751,201,315,2 formally dressed people pose for a picture,['people'],"[{'start': 19, 'end': 25, 'text': 'people', 'labels': ['ENTITY']}]",2 formally dressed people pose for a picture,formally dress people pose picture,people,2 formally dressed people pose for a picture,Olfactive,formally dressed people pose picture,people,,0.0,0.0,0.0,0.0
752,161,267,two birds close to one another near some water ,"['water', 'birds']","[{'start': 41, 'end': 46, 'text': 'water', 'labels': ['ENTITY']}, {'start': 4, 'end': 9, 'text': 'birds', 'labels': ['ENTITY']}]",two birds close to one another near some water,bird close water,water birds,two birds close to one another near some water ,Olfactive,two birds close one another near water,water birds,,0.0,0.0,0.0,0.0
